2.0	1.39326732394	1545.1659864	0.991464378458
4.0	1.34366654358	1587.92266867	0.983747318505
8.0	1.30325656819	1657.93031283	0.971435023146
10.0	1.21682392763	1707.23841668	0.961222761657
12.0	1.17303967611	1760.09256325	0.952809077566
14.0	1.19039752055	1797.12897948	0.947505927515
16.0	1.13043292552	1843.96854637	0.940109517895
18.0	1.09050468936	1904.20058984	0.92995145083
20.0	1.05386269646	1961.71989322	0.920355650898
22.0	1.06436530429	2018.7172579	0.91284407813
24.0	0.964911924339	2094.95645484	0.902700688721
26.0	0.989396302514	2144.59579631	0.897893191826
28.0	0.929485001382	2232.08257708	0.883826352038
30.0	0.905764676396	2304.69929804	0.874161680027
