2.0	0.941770885027	100297.01034	0.995140054314
4.0	0.941748109691	105569.0761	0.991044173941
8.0	0.8921462812	117180.015798	0.979582819965
10.0	0.892105916442	122109.382497	0.975013118046
12.0	0.89207612825	129043.852726	0.969264944093
14.0	0.891961756273	134274.728811	0.963818335472
16.0	0.891809152288	141534.917946	0.95830099046
18.0	0.891724287121	150233.807924	0.952984065225
20.0	0.846451276846	157378.222655	0.943062631275
22.0	0.84186587696	165512.2049	0.93683661241
24.0	0.812247569348	175354.181758	0.931459898081
26.0	0.812158746635	184170.979591	0.92030899827
28.0	0.810442184591	192286.20823	0.914651022573
30.0	0.810231454986	203968.902094	0.908795246966
