2.0	1.41556874496	1547.05956243	0.993050694366
4.0	1.364840794	1589.10865327	0.985615897031
8.0	1.32420742355	1667.18189907	0.97243423281
10.0	1.26404230336	1722.32967739	0.963297956419
12.0	1.25624237723	1760.6115297	0.959753866998
14.0	1.20173271482	1824.80299956	0.948052387942
16.0	1.11498940033	1886.47810379	0.936773173761
18.0	1.07823844353	1938.35668989	0.931075985097
20.0	1.063969983	2014.88085793	0.919604832336
22.0	1.01866219382	2072.13263384	0.913186180422
24.0	0.958335820783	2173.18900166	0.898324489105
26.0	0.916346300977	2238.08965888	0.894045387829
28.0	0.899462019084	2321.47631984	0.883940386135
30.0	0.891604101719	2380.23618833	0.877023822965
