2.0	0.864446736505	106757.276411	0.991658628921
4.0	0.854721982751	108798.829835	0.985822572623
8.0	0.796623051147	113368.153732	0.968861348961
10.0	0.791800351202	116020.700203	0.960201998315
12.0	0.760451778216	118104.395871	0.950912610061
14.0	0.73362955103	121274.130722	0.941960621431
16.0	0.739681817182	124054.12081	0.932696702105
18.0	0.685235261317	127103.057415	0.924224696649
20.0	0.705152641326	130030.092047	0.914950292615
22.0	0.686583744434	134392.568364	0.905322422307
24.0	0.685060110942	137362.806828	0.895131973698
26.0	0.635036915797	142160.757088	0.882505282647
28.0	0.646657655453	146235.664381	0.874866365828
30.0	0.586905965331	152362.430463	0.862331820752
