2.000000	0.571644	0.099044	0.001516	0.860287	0.291529	0.001000	0.146486	
4.000000	0.559291	0.098820	0.001482	0.860410	0.289292	0.001000	0.140102	
8.000000	0.528398	0.100311	0.001440	0.859313	0.285314	0.001000	0.136496	
10.000000	0.514943	0.098703	0.001390	0.860395	0.282617	0.001000	0.142773	
12.000000	0.506853	0.098905	0.001358	0.860297	0.280714	0.001000	0.143228	
14.000000	0.496158	0.098798	0.001325	0.860854	0.278054	0.001000	0.141108	
16.000000	0.475361	0.100082	0.001311	0.859322	0.276397	0.001000	0.133227	
18.000000	0.464709	0.099109	0.001269	0.860421	0.273078	0.001000	0.131879	
20.000000	0.457079	0.097936	0.001225	0.861335	0.270579	0.001000	0.131535	
22.000000	0.434038	0.099840	0.001215	0.859525	0.268683	0.001000	0.133624	
24.000000	0.422326	0.100348	0.001192	0.859118	0.265642	0.001000	0.137658	
26.000000	0.407343	0.099595	0.001151	0.859569	0.262061	0.001000	0.123030	
28.000000	0.397076	0.098983	0.001113	0.860445	0.258942	0.001000	0.128229	
30.000000	0.382949	0.099470	0.001088	0.860016	0.253508	0.001000	0.135452	
