2.0	0.0736223559231	25348.556711	1.27520459061
4.0	0.0757267378696	25645.1334219	1.26831331223
8.0	0.0633274616159	27976.6316118	1.24604080996
10.0	0.0668744045966	28597.4403464	1.23573465095
12.0	0.0644233071184	29450.0022727	1.23165723677
14.0	0.0664985086009	29938.0126768	1.2198309966
16.0	0.0524456567687	31715.2198476	1.20667309123
18.0	0.0611513288731	32245.110264	1.19994366532
20.0	0.058990409883	34118.1696017	1.19320387581
22.0	0.0470529400463	35970.0434757	1.17169606895
24.0	0.0631299425746	34845.7887793	1.17814758064
26.0	0.0551742468246	36749.9800996	1.16502235651
28.0	0.0560001215691	37658.5000328	1.1530787299
30.0	0.0525291580418	39075.628506	1.1387339349
