2.000000	0.124147	0.304139	0.004521	0.657800	0.335934	0.001000	0.106271	
4.000000	0.113957	0.311764	0.004469	0.654632	0.334499	0.001000	0.102804	
8.000000	0.104673	0.315802	0.004306	0.650695	0.330445	0.001000	0.095958	
10.000000	0.104604	0.315870	0.004215	0.650643	0.328854	0.001000	0.088414	
12.000000	0.106164	0.318448	0.004132	0.649427	0.326834	0.001000	0.085543	
14.000000	0.112003	0.318584	0.004038	0.649013	0.324920	0.001000	0.084305	
16.000000	0.105335	0.321720	0.003965	0.646615	0.322996	0.001000	0.081800	
18.000000	0.106315	0.324656	0.003890	0.644712	0.321146	0.001000	0.079433	
20.000000	0.099700	0.327239	0.003806	0.642757	0.194233	0.001000	0.078771	
22.000000	0.093394	0.328568	0.003719	0.641306	0.193417	0.001000	0.076135	
24.000000	0.097278	0.328344	0.003617	0.642082	0.192702	0.001000	0.075613	
26.000000	0.091510	0.328713	0.003508	0.642255	0.138238	0.001000	0.072375	
28.000000	0.097834	0.327454	0.003413	0.642415	0.137848	0.001000	0.072819	
30.000000	0.097364	0.327353	0.003300	0.644420	0.137433	0.001000	0.072283	
