2.0	0.0758532459219	25076.4985116	1.25702492098
4.0	0.0751449518781	25635.0879308	1.23199737466
8.0	0.0740153554529	26755.0131229	1.20280005833
10.0	0.0729984198109	27482.0563478	1.17626366849
12.0	0.0724842292152	28349.7828615	1.15839381642
14.0	0.0700224664931	28843.1303278	1.14154149668
16.0	0.0556425844897	30714.4919082	1.1238122055
18.0	0.0663272575436	30121.240478	1.11515359296
20.0	0.0575253691356	32123.3217903	1.09699479094
22.0	0.06135880029	32634.8570154	1.07906760793
24.0	0.0487436583055	34875.5770129	1.05969957728
26.0	0.0512287699302	35566.1443846	1.05230215087
28.0	0.0511230466044	36307.2751458	1.03364090603
30.0	0.042894232231	38773.1437497	1.00624861941
