2.0	1.44493282623	1541.56656376	0.995427345602
4.0	1.32377604144	1651.24648027	0.980693236988
8.0	1.31975916975	1707.7343526	0.976318166422
10.0	1.2432790158	1892.98816614	0.961527605284
12.0	1.2432790158	1892.98816614	0.961527605284
14.0	1.2250504078	1952.06999862	0.957604154906
16.0	1.20341341537	2044.19133711	0.950491136954
18.0	1.06678259709	2187.63827162	0.939821610026
20.0	0.745878097861	2594.36891094	0.921914869595
22.0	0.745878097861	2594.36891094	0.921914869595
24.0	0.62630447779	2935.25076006	0.913678446427
26.0	0.621612005229	3065.83533724	0.904166196229
28.0	0.611331704183	3233.68809004	0.891718414813
30.0	0.586602712119	3416.64126862	0.880066613978
