2.000000	0.357662	0.400686	0.038203	0.555198	0.396444	0.008696	0.390976	
4.000000	0.341397	0.402464	0.037716	0.552484	0.393156	0.008696	0.383467	
8.000000	0.327902	0.402055	0.036181	0.552925	0.387457	0.008696	0.384862	
10.000000	0.319885	0.399075	0.035079	0.555456	0.383568	0.008696	0.423729	
12.000000	0.299132	0.403621	0.034811	0.550452	0.379468	0.008696	0.369623	
14.000000	0.287150	0.399945	0.033770	0.553523	0.377212	0.008696	0.363516	
16.000000	0.264023	0.403364	0.033327	0.550448	0.373093	0.008696	0.392855	
18.000000	0.253907	0.404403	0.032694	0.549428	0.367651	0.008696	0.378827	
20.000000	0.236211	0.402159	0.031876	0.549686	0.366262	0.008696	0.399473	
22.000000	0.237236	0.402102	0.031026	0.550956	0.361750	0.008696	0.392392	
24.000000	0.191315	0.410918	0.030855	0.542836	0.359636	0.008696	0.371600	
26.000000	0.228289	0.396718	0.029181	0.555036	0.353533	0.008696	0.358940	
28.000000	0.165089	0.407020	0.029057	0.545009	0.349900	0.008696	0.401257	
30.000000	0.165958	0.401975	0.027969	0.548699	0.345134	0.008696	0.407301	
