2.000000	0.570523	0.099502	0.001522	0.859941	0.291594	0.001000	0.141803	
4.000000	0.558735	0.099318	0.001488	0.860120	0.289472	0.001000	0.141630	
8.000000	0.531269	0.098024	0.001410	0.861115	0.284483	0.001000	0.144452	
10.000000	0.518204	0.099401	0.001396	0.859991	0.282721	0.001000	0.134334	
12.000000	0.503897	0.099504	0.001368	0.859871	0.280992	0.001000	0.139785	
14.000000	0.491308	0.099605	0.001339	0.859604	0.278644	0.001000	0.140503	
16.000000	0.478596	0.099771	0.001308	0.859731	0.276444	0.001000	0.135041	
18.000000	0.466998	0.097758	0.001253	0.861694	0.272607	0.001000	0.130435	
20.000000	0.447369	0.100984	0.001259	0.858736	0.271488	0.001000	0.137018	
22.000000	0.434630	0.099547	0.001211	0.860067	0.268128	0.001000	0.133936	
24.000000	0.424247	0.098858	0.001175	0.860504	0.265775	0.001000	0.133295	
26.000000	0.411156	0.097253	0.001127	0.862041	0.261354	0.001000	0.123619	
28.000000	0.397077	0.098940	0.001110	0.860380	0.258605	0.001000	0.120643	
30.000000	0.378004	0.099437	0.001086	0.859740	0.253911	0.001000	0.124429	
